"fielder_name","player_id","team_name","primary_position","primary_position_name","total_throws","total_throws_1b","total_throws_2b","total_throws_3b","total_throws_ss","total_throws_lf","total_throws_cf","total_throws_rf","total_throws_inf","total_throws_of","max_arm_strength","arm_1b","arm_2b","arm_3b","arm_ss","arm_lf","arm_cf","arm_rf","arm_inf","arm_of","arm_overall"
"Monasterio, Andruw","655316","NA","6","Shortstop","163","8","35","10","110","0","0","0","155","0","83.6",,,,"81.2",,,,"80.2",,"80.2"
"Peña, Jeremy","665161","NA","6","Shortstop","560","0","0","0","560","0","0","0","560","0","89.7",,,,"81.3",,,,"81.3",,"81.3"
"Bichette, Bo","666182","NA","6","Shortstop","550","0","0","0","550","0","0","0","550","0","86.3",,,,"82.3",,,,"82.3",,"82.3"
"Allen, Nick","669397","NA","6","Shortstop","631","0","18","0","613","0","0","0","631","0","89",,,,"84.7",,,,"84.6",,"84.6"
"Smith, Josh","669701","NA","6","Shortstop","419","76","7","71","223","26","3","13","301","42","91.3",,,,"82.5",,,,"82.8",,"82.8"
"Triolo, Jared","669707","NA","6","Shortstop","423","58","51","71","243","0","0","0","365","0","88.6",,,,"83.6",,,,"83.8",,"83.8"
"Short, Zack","670097","NA","6","Shortstop","99","0","0","0","99","0","0","0","99","0","88.2",,,,"83.1",,,,"83.1",,"83.1"
"Walls, Taylor","670764","NA","6","Shortstop","448","0","18","0","430","0","0","0","448","0","88.2",,,,"82.3",,,,"82.2",,"82.2"
"Arias, Gabriel","672356","NA","6","Shortstop","571","0","98","9","464","0","0","0","571","0","96.1",,"85.7",,"92.9",,,,"92.5",,"92.5"
"Lopez, Otto","672640","NA","6","Shortstop","583","0","150","0","433","0","0","0","583","0","87.5",,"83.4",,"83.9",,,,"83.9",,"83.9"
"Perdomo, Geraldo","672695","NA","6","Shortstop","971","0","0","0","971","0","0","0","971","0","93.3",,,,"87.2",,,,"87.2",,"87.2"
"Kim, Ha-Seong","673490","NA","6","Shortstop","184","0","20","0","164","0","0","0","184","0","87.1",,,,"83.9",,,,"83.7",,"83.7"
"Amaya, Jacob","676070","NA","6","Shortstop","101","0","3","0","98","0","0","0","101","0","86.1",,,,"81.7",,,,"81.4",,"81.4"
"Caballero, José","676609","NA","6","Shortstop","314","0","63","25","168","5","3","50","256","58","90.2",,,,"83.7",,,"88","83","87.7","87.7"
"Trejo, Alan","676701","NA","6","Shortstop","79","0","0","0","79","0","0","0","79","0","87.2",,,,"84.7",,,,"84.7",,"84.7"
"Rocchio, Brayan","677587","NA","6","Shortstop","453","0","216","0","237","0","0","0","453","0","87.2",,"78.5",,"83.9",,,,"83",,"83"
"Witt Jr., Bobby","677951","NA","6","Shortstop","826","0","0","0","826","0","0","0","826","0","94.7",,,,"87.6",,,,"87.6",,"87.6"
"Tovar, Ezequiel","678662","NA","6","Shortstop","396","0","0","0","396","0","0","0","396","0","90.3",,,,"85.7",,,,"85.7",,"85.7"
"Peguero, Liover","678894","NA","6","Shortstop","93","14","24","0","55","0","0","0","79","0","90.1",,,,,,,,"83.5",,"83.5"
"De La Cruz, Elly","682829","NA","6","Shortstop","727","0","0","0","727","0","0","0","727","0","101",,,,"92.2",,,,"92.2",,"92.2"
"Abrams, CJ","682928","NA","6","Shortstop","627","0","0","0","627","0","0","0","627","0","91.2",,,,"82.9",,,,"82.9",,"82.9"
"Henderson, Gunnar","683002","NA","6","Shortstop","672","0","0","0","672","0","0","0","672","0","92.1",,,,"87.4",,,,"87.4",,"87.4"
"Volpe, Anthony","683011","NA","6","Shortstop","662","0","0","0","662","0","0","0","662","0","85.8",,,,"81.9",,,,"81.9",,"81.9"
"Nuñez, Nasim","683083","NA","6","Shortstop","102","0","41","0","56","0","5","0","97","5","89.4",,,,,,,,"88.3",,"88.3"
"Lee, Brooks","686797","NA","6","Shortstop","506","0","125","63","318","0","0","0","506","0","86.1",,"80.3",,"80.7",,,,"81.2",,"81.2"
"Hernaiz, Darell","687231","NA","6","Shortstop","164","0","39","43","82","0","0","0","164","0","81.5",,,,"79.9",,,,"79.4",,"79.4"
"Neto, Zach","687263","NA","6","Shortstop","634","0","0","0","634","0","0","0","634","0","90.5",,,,"85.8",,,,"85.8",,"85.8"
"Ortiz, Joey","687401","NA","6","Shortstop","780","0","0","0","780","0","0","0","780","0","92.5",,,,"84",,,,"84",,"84"
"Ritter, Ryan","690022","NA","6","Shortstop","293","0","127","0","166","0","0","0","293","0","83.1",,"81.1",,"75.8",,,,"78.8",,"78.8"
"Winn, Masyn","691026","NA","6","Shortstop","617","0","0","0","617","0","0","0","617","0","94.7",,,,"90.7",,,,"90.7",,"90.7"
"Montgomery, Colson","695657","NA","6","Shortstop","291","0","0","26","265","0","0","0","291","0","86.2",,,,"82.1",,,,"81.9",,"81.9"
"Sweeney, Trey","700242","NA","6","Shortstop","445","0","0","0","445","0","0","0","445","0","86.1",,,,"78.1",,,,"78.1",,"78.1"
"Williams, Carson","700246","NA","6","Shortstop","162","0","0","0","162","0","0","0","162","0","88.9",,,,"85.7",,,,"85.7",,"85.7"
"Meidroth, Chase","805367","NA","6","Shortstop","564","0","233","0","331","0","0","0","564","0","82.7",,"75.4",,"80.9",,,,"80",,"80"
"Wilson, Jacob","805779","NA","6","Shortstop","497","0","0","0","497","0","0","0","497","0","92.6",,,,"88.9",,,,"88.9",,"88.9"
"Pham, Tommy","502054","NA","7","Left Fielder","303","0","0","0","0","295","0","8","0","303","93.9",,,,,"86.7",,,,"86.6","86.6"
"Canha, Mark","592192","NA","7","Left Fielder","62","9","0","0","0","37","0","16","0","53","87.6",,,,,,,,,"84","84"
"Profar, Jurickson","595777","NA","7","Left Fielder","176","0","0","0","0","176","0","0","0","176","90",,,,,"84.4",,,,"84.4","84.4"
"Kepler, Max","596146","NA","7","Left Fielder","323","0","0","0","0","251","3","69","0","323","93.8",,,,,"83.5",,"83.8",,"83.7","83.7"
"Nimmo, Brandon","607043","NA","7","Left Fielder","362","0","0","0","0","359","3","0","0","362","97.4",,,,,"84",,,,"83.9","83.9"
"Ward, Taylor","621493","NA","7","Left Fielder","526","0","0","0","0","526","0","0","0","526","95.3",,,,,"84.4",,,,"84.4","84.4"
"Conforto, Michael","624424","NA","7","Left Fielder","281","0","0","0","0","281","0","0","0","281","96.1",,,,,"86.8",,,,"86.8","86.8"
"Bellinger, Cody","641355","NA","7","Left Fielder","397","14","0","0","0","170","84","129","0","383","99.1",,,,,"87.2","87.7","91.3",,"89.3","89.3"
"Benintendi, Andrew","643217","NA","7","Left Fielder","206","0","0","0","0","206","0","0","0","206","89.5",,,,,"82.6",,,,"82.6","82.6"
"Verdugo, Alex","657077","NA","7","Left Fielder","146","0","0","0","0","146","0","0","0","146","94.9",,,,,"90.6",,,,"90.6","90.6"
"Laureano, Ramón","657656","NA","7","Left Fielder","271","0","0","0","0","134","30","107","0","271","95.6",,,,,"86.7",,"92.8",,"89.7","89.7"
"Sheets, Gavin","657757","NA","7","Left Fielder","143","38","0","0","0","105","0","0","0","105","92",,,,,"86",,,,"86","86"
"Nootbaar, Lars","663457","NA","7","Left Fielder","404","0","0","0","0","288","50","66","0","404","95.2",,,,,"87.9","90.7","91.4",,"89.1","89.1"
"Mangum, Jake","663968","NA","7","Left Fielder","265","0","0","0","0","105","95","65","0","265","91.5",,,,,"86.6","84.9","86.7",,"86.3","86.3"
"Happ, Ian","664023","NA","7","Left Fielder","478","0","0","0","0","478","0","0","0","478","95.7",,,,,"84.7",,,,"84.7","84.7"
"Haggerty, Sam","664059","NA","7","Left Fielder","102","0","4","0","0","55","34","9","4","98","89.4",,,,,"83.1",,,,"85.7","85.7"
"Brown, Seth","664913","NA","7","Left Fielder","56","0","0","0","0","25","24","7","0","56","80.9",,,,,,,,,"77.2","77.2"
"McCarthy, Jake","664983","NA","7","Left Fielder","173","0","0","0","0","104","42","27","0","173","85",,,,,"79.9",,,,"80.1","80.1"
"Conine, Griffin","665052","NA","7","Left Fielder","56","0","0","0","0","39","0","17","0","56","94.2",,,,,,,,,"89.3","89.3"
"Carlson, Dylan","666185","NA","7","Left Fielder","193","0","0","0","0","139","28","26","0","193","90",,,,,"83.6",,,,"83.4","83.4"
"Morel, Christopher","666624","NA","7","Left Fielder","132","0","0","0","0","131","0","1","0","132","97.7",,,,,"92.1",,,,"92.1","92.1"
"Gurriel Jr., Lourdes","666971","NA","7","Left Fielder","284","0","0","0","0","284","0","0","0","284","94.2",,,,,"85.4",,,,"85.4","85.4"
"Arozarena, Randy","668227","NA","7","Left Fielder","460","0","0","0","0","460","0","0","0","460","91.1",,,,,"81.7",,,,"81.7","81.7"
"Martin, Austin","668885","NA","7","Left Fielder","135","0","10","0","0","98","27","0","10","125","88.4",,,,,"85.5",,,,"84.9","84.9"
"Stowers, Kyle","669065","NA","7","Left Fielder","304","0","0","0","0","191","18","95","0","304","98.1",,,,,"90.9",,"90.6",,"91","91"
"Suwinski, Jack","669261","NA","7","Left Fielder","133","0","0","0","0","38","63","32","0","133","95.5",,,,,,"84.5",,,"86.5","86.5"
"Hays, Austin","669720","NA","7","Left Fielder","167","0","0","0","0","167","0","0","0","167","98.7",,,,,"91",,,,"91","91"
"Rave, John","670231","NA","7","Left Fielder","161","0","0","0","0","57","38","66","0","161","90",,,,,"84.1",,"87.2",,"85.5","85.5"
"Ramos, Heliot","671218","NA","7","Left Fielder","504","0","0","0","0","504","0","0","0","504","93",,,,,"85.8",,,,"85.8","85.8"
"Waters, Drew","671221","NA","7","Left Fielder","183","0","0","0","0","87","54","42","0","183","92.1",,,,,"87.4","85.5",,,"87.3","87.3"
"Canario, Alexander","672744","NA","7","Left Fielder","198","0","0","0","0","63","74","61","0","198","96.7",,,,,"87.3","90.9","92.1",,"91","91"
"Burleson, Alec","676475","NA","7","Left Fielder","317","168","0","0","0","84","0","65","0","149","91.8","71.5",,,,"87.8",,"87.7",,"87.9","87.9"
"Schneider, Davis","676914","NA","7","Left Fielder","163","0","56","0","0","107","0","0","56","107","90.5",,,,,"83.6",,,,"83.6","83.6"
"Kjerstad, Heston","677008","NA","7","Left Fielder","92","0","0","0","0","59","0","33","0","92","89.5",,,,,"85.6",,,,"86","86"
"Loftin, Nick","679845","NA","7","Left Fielder","151","12","47","29","0","63","0","0","76","63","94.3",,,,,"86.8",,,"82.4","86.8","86.8"
"Kwan, Steven","680757","NA","7","Left Fielder","379","0","0","0","0","378","1","0","0","379","96.4",,,,,"86.8",,,,"86.9","86.9"
"Duran, Jarren","680776","NA","7","Left Fielder","497","0","0","0","0","429","68","0","0","497","92.6",,,,,"87.7","85.9",,,"87.4","87.4"
"Baldwin, Brooks","681460","NA","7","Left Fielder","245","0","27","30","24","86","47","31","81","164","89",,,,,"85.9",,,"81.5","85","85"
"Clase, Jonatan","682729","NA","7","Left Fielder","80","0","0","0","0","55","24","1","0","80","89.8",,,,,"86.9",,,,"87.1","87.1"
"Greene, Riley","682985","NA","7","Left Fielder","352","0","0","0","0","310","40","2","0","352","92.8",,,,,"83.9",,,,"83.8","83.8"
"Robertson, Will","683770","NA","7","Left Fielder","56","0","0","0","0","41","1","14","0","56","90.6",,,,,,,,,"83.8","83.8"
"Collins, Isaac","686555","NA","7","Left Fielder","256","0","2","0","0","242","0","12","2","254","91.7",,,,,"85.1",,,,"85","85"
"Beck, Jordan","687597","NA","7","Left Fielder","417","0","0","0","0","415","2","0","0","417","92",,,,,"87",,,,"87","87"
"Beavers, Dylan","687637","NA","7","Left Fielder","111","0","0","0","0","71","0","40","0","111","91.4",,,,,"85.7",,,,"85.6","85.6"
"Soderstrom, Tyler","691016","NA","7","Left Fielder","398","151","0","0","0","247","0","0","0","247","95.8","76.5",,,,"90.7",,,,"90.7","90.7"
"Domínguez, Jasson","691176","NA","7","Left Fielder","240","0","0","0","0","240","0","0","0","240","97.9",,,,,"91.8",,,,"91.8","91.8"
"Loperfido, Joey","694388","NA","7","Left Fielder","80","0","0","0","0","62","0","18","0","80","84.3",,,,,"81.2",,,,"81","81"
"Langford, Wyatt","694671","NA","7","Left Fielder","423","0","0","0","0","317","106","0","0","423","98.2",,,,,"85.2","87.4",,,"85.8","85.8"
"Wood, James","695578","NA","7","Left Fielder","343","0","0","0","0","343","0","0","0","343","97.5",,,,,"85.9",,,,"85.9","85.9"
"Osuna, Alejandro","696030","NA","7","Left Fielder","126","0","0","0","0","94","2","30","0","126","90.3",,,,,"87.7",,,,"87.5","87.5"
"Dezenzo, Zach","701305","NA","7","Left Fielder","75","3","0","0","0","49","0","23","0","72","89.5",,,,,,,,,"87.9","87.9"
"Roden, Alan","702176","NA","7","Left Fielder","111","0","0","0","0","91","5","15","0","111","95.2",,,,,"89.1",,,,"88.8","88.8"
"Taylor, Michael A.","572191","NA","8","Center Fielder","273","0","0","0","0","79","122","72","0","273","95.8",,,,,"87.9","85.3","89.2",,"87.5","87.5"
"Taylor, Tyrone","621438","NA","8","Center Fielder","275","0","0","0","0","11","262","2","0","275","95.2",,,,,,"89",,,"89.2","89.2"
"Buxton, Byron","621439","NA","8","Center Fielder","351","0","0","0","0","0","351","0","0","351","96.3",,,,,,"88.6",,,"88.6","88.6"
"Wade, Tyler","642180","NA","8","Center Fielder","100","0","24","3","4","19","45","5","31","69","83.8",,,,,,,,,"78.9","78.9"
"Hill, Derek","656537","NA","8","Center Fielder","129","0","0","0","0","0","129","0","0","129","94.1",,,,,,"86.6",,,"86.6","86.6"
"Mullins, Cedric","656775","NA","8","Center Fielder","394","0","0","0","0","0","394","0","0","394","92.1",,,,,,"83.7",,,"83.7","83.7"
"Thomas, Lane","657041","NA","8","Center Fielder","98","0","0","0","0","0","96","2","0","98","97.2",,,,,,"90.7",,,"91","91"
"Varsho, Daulton","662139","NA","8","Center Fielder","209","0","0","0","0","0","209","0","0","209","81.1",,,,,,"73.7",,,"73.7","73.7"
"Perkins, Blake","663368","NA","8","Center Fielder","133","0","0","0","0","0","133","0","0","133","96.9",,,,,,"89.7",,,"89.7","89.7"
"Lockridge, Brandon","663604","NA","8","Center Fielder","115","0","0","0","0","35","49","31","0","115","93.6",,,,,,,,,"87.3","87.3"
"Grisham, Trent","663757","NA","8","Center Fielder","288","0","0","0","0","0","288","0","0","288","92.1",,,,,,"84.8",,,"84.8","84.8"
"Vierling, Matt","663837","NA","8","Center Fielder","64","0","0","1","0","10","49","4","1","63","89.7",,,,,,,,,"83.7","83.7"
"Bader, Harrison","664056","NA","8","Center Fielder","383","0","0","0","0","176","203","4","0","383","96.4",,,,,"86.9","90.9",,,"89.4","89.4"
"Straw, Myles","664702","NA","8","Center Fielder","236","0","1","0","0","30","195","10","1","235","93.1",,,,,,"82.9",,,"83.6","83.6"
"Isbel, Kyle","664728","NA","8","Center Fielder","357","0","0","0","0","0","357","0","0","357","90.7",,,,,,"83.3",,,"83.3","83.3"
"Cruz, Oneil","665833","NA","8","Center Fielder","326","0","0","0","0","0","326","0","0","326","104.9",,,,,,"98.2",,,"98.2","98.2"
"Adell, Jo","666176","NA","8","Center Fielder","446","0","0","0","0","0","261","185","0","446","92.1",,,,,,"84.4","83.4",,"84.2","84.2"
"Trammell, Taylor","666211","NA","8","Center Fielder","106","0","0","0","0","54","50","2","0","106","89.4",,,,,"82.4","84.8",,,"83.6","83.6"
"Myers, Dane","667472","NA","8","Center Fielder","290","0","0","0","0","15","213","62","0","290","102.5",,,,,,"92.7","95.7",,"93.8","93.8"
"Bleday, JJ","668709","NA","8","Center Fielder","256","0","0","0","0","33","178","45","0","256","97.3",,,,,,"88.9",,,"89.1","89.1"
"Mitchell, Garrett","669003","NA","8","Center Fielder","76","0","0","0","0","0","76","0","0","76","94.8",,,,,,"90",,,"90","90"
"Marsh, Brandon","669016","NA","8","Center Fielder","344","0","0","0","0","128","215","1","0","344","101.5",,,,,"86.3","89.9",,,"88.7","88.7"
"Teodosio, Bryce","669326","NA","8","Center Fielder","175","0","0","0","0","0","175","0","0","175","93.6",,,,,,"88.7",,,"88.7","88.7"
"Misner, Kameron","670224","NA","8","Center Fielder","131","0","0","0","0","6","92","33","0","131","94.9",,,,,,"83.1",,,"89.6","89.6"
"Friedl, TJ","670770","NA","8","Center Fielder","415","0","0","0","0","0","415","0","0","415","90.2",,,,,,"83.1",,,"83.1","83.1"
"Harris II, Michael","671739","NA","8","Center Fielder","512","0","0","0","0","0","512","0","0","512","98.5",,,,,,"88.6",,,"88.6","88.6"
"Clarke, Denzel","672016","NA","8","Center Fielder","171","0","0","0","0","0","171","0","0","171","94.8",,,,,,"86.4",,,"86.4","86.4"
"Robert Jr., Luis","673357","NA","8","Center Fielder","347","0","0","0","0","0","347","0","0","347","91.5",,,,,,"84.7",,,"84.7","84.7"
"DeLuca, Jonny","676356","NA","8","Center Fielder","52","0","0","0","0","0","52","0","0","52","89.7",,,,,,"87.6",,,"87.6","87.6"
"Meyers, Jake","676694","NA","8","Center Fielder","202","0","0","0","0","0","202","0","0","202","88",,,,,,"78.2",,,"78.2","78.2"
"McCormick, Chas","676801","NA","8","Center Fielder","82","0","0","0","0","17","57","8","0","82","88.7",,,,,,"85.6",,,"84.9","84.9"
"Paris, Kyren","677347","NA","8","Center Fielder","192","0","118","0","0","0","74","0","118","74","94.1",,"81.2",,,,"88.8",,"81.2","88.8","88.8"
"Rodríguez, Julio","677594","NA","8","Center Fielder","498","0","0","0","0","0","498","0","0","498","100.6",,,,,,"92.6",,,"92.6","92.6"
"Thomas, Alek","677950","NA","8","Center Fielder","438","0","0","0","0","0","438","0","0","438","90",,,,,,"83.1",,,"83.1","83.1"
"Meadows, Parker","678009","NA","8","Center Fielder","129","0","0","0","0","0","129","0","0","129","94",,,,,,"86.5",,,"86.5","86.5"
"Barrosa, Jorge","678489","NA","8","Center Fielder","56","0","0","0","0","19","31","6","0","56","85.2",,,,,,,,,"81.2","81.2"
"Rafaela, Ceddanne","678882","NA","8","Center Fielder","504","0","79","0","0","0","425","0","79","425","98.7",,"78.5",,,,"93.4",,"78.5","93.4","93.4"
"Rojas, Johan","679032","NA","8","Center Fielder","140","0","0","0","0","0","140","0","0","140","97.3",,,,,,"92.5",,,"92.5","92.5"
"Keirsey Jr., DaShawn","680577","NA","8","Center Fielder","81","0","0","0","0","14","39","28","0","81","90.9",,,,,,,,,"87.4","87.4"
"Helman, Michael","680737","NA","8","Center Fielder","94","0","0","0","0","0","94","0","0","94","93.5",,,,,,"87.9",,,"87.9","87.9"
"Cowser, Colton","681297","NA","8","Center Fielder","234","0","0","0","0","98","136","0","0","234","103.3",,,,,"93.5","91.2",,,"92.2","92.2"
"Outman, James","681546","NA","8","Center Fielder","118","0","0","0","0","33","67","18","0","118","93.4",,,,,,"90.8",,,"91","91"
"Pages, Andy","681624","NA","8","Center Fielder","428","0","0","0","0","43","304","81","0","428","99.7",,,,,,"93.5","96.4",,"94.4","94.4"
"Martínez, Angel","682657","NA","8","Center Fielder","336","0","123","0","0","0","212","1","123","213","98.7",,"83.9",,,,"93.3",,"83.9","93.3","93.3"
"Lugo, Matthew","683090","NA","8","Center Fielder","57","0","0","0","0","16","28","13","0","57","94.1",,,,,,,,,"91.2","91.2"
"Tolbert, Tyler","686475","NA","8","Center Fielder","63","0","6","3","4","11","37","2","13","50","87.7",,,,,,,,,"86.8","86.8"
"Doyle, Brenton","686668","NA","8","Center Fielder","502","0","0","0","0","0","502","0","0","502","102.4",,,,,,"94.2",,,"94.2","94.2"
"Scott II, Victor","687363","NA","8","Center Fielder","404","0","0","0","0","5","396","3","0","404","93.7",,,,,,"86.7",,,"87","87"
"Melton, Jacob","689200","NA","8","Center Fielder","55","0","0","0","0","15","40","0","0","55","90.1",,,,,,,,,"83.1","83.1"
"Hassell III, Robert","690987","NA","8","Center Fielder","175","0","0","0","0","10","143","22","0","175","91.7",,,,,,"89.1",,,"88.4","88.4"
"Crow-Armstrong, Pete","691718","NA","8","Center Fielder","534","0","0","0","0","0","534","0","0","534","98.6",,,,,,"92.3",,,"92.3","92.3"
"Chourio, Jackson","694192","NA","8","Center Fielder","442","0","0","0","0","94","304","44","0","442","94.3",,,,,"84.9","87",,,"87.2","87.2"
"Carter, Evan","694497","NA","8","Center Fielder","123","0","0","0","0","0","123","0","0","123","89.7",,,,,,"85.3",,,"85.3","85.3"
"Young, Jacob","696285","NA","8","Center Fielder","349","0","0","0","0","0","349","0","0","349","96",,,,,,"88.6",,,"88.6","88.6"
"Merrill, Jackson","701538","NA","8","Center Fielder","263","0","0","0","0","0","263","0","0","263","101.2",,,,,,"93.5",,,"93.5","93.5"
"Church, Nathan","701675","NA","8","Center Fielder","55","0","0","0","0","3","47","5","0","55","94.2",,,,,,,,,"92","92"
"Simpson, Chandler","802415","NA","8","Center Fielder","262","0","0","0","0","120","140","2","0","262","92.1",,,,,"84.9","87",,,"85.8","85.8"
"Marsee, Jakob","805300","NA","8","Center Fielder","182","0","0","0","0","16","155","11","0","182","98.1",,,,,,"86.7",,,"88.1","88.1"
"Lee, Jung Hoo","808982","NA","8","Center Fielder","493","0","0","0","0","0","493","0","0","493","95.7",,,,,,"91.4",,,"91.4","91.4"
"Yastrzemski, Mike","573262","NA","9","Right Fielder","345","0","0","0","0","14","12","319","0","345","92.4",,,,,,,"88",,"87.6","87.6"
"Castellanos, Nick","592206","NA","9","Right Fielder","339","0","0","0","0","0","0","339","0","339","89.6",,,,,,,"81.6",,"81.6","81.6"
"Judge, Aaron","592450","NA","9","Right Fielder","220","0","0","0","0","0","0","220","0","220","95.3",,,,,,,"89.6",,"89.6","89.6"
"Renfroe, Hunter","592669","NA","9","Right Fielder","71","0","0","0","0","0","0","71","0","71","92.3",,,,,,,"88.6",,"88.6","88.6"
"Slater, Austin","596103","NA","9","Right Fielder","118","1","0","0","0","44","0","73","0","117","97.8",,,,,,,"90.3",,"88.9","88.9"
"Hernández, Teoscar","606192","NA","9","Right Fielder","288","0","0","0","0","0","0","288","0","288","91.9",,,,,,,"86.2",,"86.2","86.2"
"Taylor, Chris","621035","NA","9","Right Fielder","123","0","45","1","0","25","35","17","46","77","92.4",,,,,,,,,"87.3","87.3"
"Soler, Jorge","624585","NA","9","Right Fielder","89","0","0","0","0","0","0","89","0","89","89.8",,,,,,,"86.5",,"86.5","86.5"
"Fraley, Jake","641584","NA","9","Right Fielder","154","0","0","0","0","21","0","133","0","154","94",,,,,,,"89.8",,"89.9","89.9"
"O'Neill, Tyler","641933","NA","9","Right Fielder","117","0","0","0","0","10","0","107","0","117","94.3",,,,,,,"91.5",,"91.2","91.2"
"Palacios, Joshua","641943","NA","9","Right Fielder","78","0","0","0","0","13","0","65","0","78","95.6",,,,,,,"91.2",,"91.2","91.2"
"White, Eli","642201","NA","9","Right Fielder","187","3","0","0","0","62","8","114","0","184","95.8",,,,,"86.7",,"89.8",,"89.2","89.2"
"Tauchman, Mike","643565","NA","9","Right Fielder","197","0","0","0","0","0","0","197","0","197","90.3",,,,,,,"84.2",,"84.2","84.2"
"Robles, Victor","645302","NA","9","Right Fielder","78","0","0","0","0","0","3","75","0","78","97.9",,,,,,,"93.2",,"93.2","93.2"
"Acuña Jr., Ronald","660670","NA","9","Right Fielder","260","0","0","0","0","0","0","260","0","260","104.9",,,,,,,"94.3",,"94.3","94.3"
"Sánchez, Jesús","660821","NA","9","Right Fielder","291","0","0","0","0","53","25","213","0","291","95",,,,,"87.9",,"88.7",,"88.9","88.9"
"Tucker, Kyle","663656","NA","9","Right Fielder","325","0","0","0","0","0","0","325","0","325","94.3",,,,,,,"85.6",,"85.6","85.6"
"Lukes, Nathan","664770","NA","9","Right Fielder","280","0","0","0","0","65","79","136","0","280","97.1",,,,,"89.4","87","89.9",,"89.2","89.2"
"Tatis Jr., Fernando","665487","NA","9","Right Fielder","336","0","0","0","0","0","0","336","0","336","102.9",,,,,,,"95.5",,"95.5","95.5"
"Soto, Juan","665742","NA","9","Right Fielder","319","0","0","0","0","0","0","319","0","319","92.3",,,,,,,"86.6",,"86.6","86.6"
"Taveras, Leody","665750","NA","9","Right Fielder","180","0","0","0","0","0","89","91","0","180","95.9",,,,,,"88.7","93.3",,"91.6","91.6"
"Jones, Nolan","666134","NA","9","Right Fielder","216","0","0","0","0","16","57","143","0","216","100.6",,,,,,"96.5","95",,"95.5","95.5"
"Lowe, Josh","666139","NA","9","Right Fielder","196","0","0","0","0","0","0","196","0","196","92.5",,,,,,,"86",,"86","86"
"Moniak, Mickey","666160","NA","9","Right Fielder","372","0","0","0","0","44","110","218","0","372","97.7",,,,,,"83.2","86.6",,"85.1","85.1"
"Benson, Will","666181","NA","9","Right Fielder","170","0","0","0","0","54","25","91","0","170","93.9",,,,,"85.1",,"87.7",,"88.1","88.1"
"García, Adolis","666969","NA","9","Right Fielder","381","0","0","0","0","0","0","381","0","381","97.9",,,,,,,"91.9",,"91.9","91.9"
"Reynolds, Bryan","668804","NA","9","Right Fielder","314","0","0","0","0","0","0","314","0","314","92.8",,,,,,,"87",,"87","87"
"Jackson, Jeremiah","669236","NA","9","Right Fielder","102","0","1","21","0","0","0","80","22","80","93.7",,,,,,,"91.1",,"91.1","91.1"
"Call, Alex","669743","NA","9","Right Fielder","225","0","0","0","0","71","15","139","0","225","92.6",,,,,"85",,"88.9",,"88.7","88.7"
"Wallner, Matt","670242","NA","9","Right Fielder","231","0","0","0","0","0","0","231","0","231","100.6",,,,,,,"96",,"96","96"
"Freeman, Tyler","671289","NA","9","Right Fielder","232","0","52","0","0","0","0","180","52","180","101.1",,,,,,,"92.3",,"92.3","92.3"
"Butler, Lawrence","671732","NA","9","Right Fielder","378","0","0","0","0","0","152","226","0","378","94.8",,,,,,"85.2","86.9",,"86.4","86.4"
"Kelenic, Jarred","672284","NA","9","Right Fielder","51","0","0","0","0","1","0","50","0","51","99",,,,,,,"92.2",,"91.1","91.1"
"Campero, Gustavo","672569","NA","9","Right Fielder","52","0","0","0","0","6","2","44","0","52","94.6",,,,,,,,,"89.8","89.8"
"Pérez, Wenceel","672761","NA","9","Right Fielder","227","0","0","0","0","3","47","177","0","227","97.9",,,,,,,"88.9",,"88.6","88.6"
"Abreu, Wilyer","677800","NA","9","Right Fielder","264","0","0","0","0","0","0","264","0","264","99.3",,,,,,,"94.2",,"94.2","94.2"
"Noel, Jhonkensy","678877","NA","9","Right Fielder","126","26","0","0","0","0","0","100","0","100","95.1",,,,,,,"89.3",,"89.3","89.3"
"Carpenter, Kerry","681481","NA","9","Right Fielder","188","0","0","0","0","58","0","130","0","188","90.6",,,,,"84.4",,"88",,"87.5","87.5"
"Marte, Noelvi","682622","NA","9","Right Fielder","189","0","0","61","0","0","2","126","61","128","94.5",,,,,,,"92",,"92.1","92.1"
"Matos, Luis","682641","NA","9","Right Fielder","134","0","0","0","0","28","22","84","0","134","100.6",,,,,,,"91.2",,"92.6","92.6"
"Carroll, Corbin","682998","NA","9","Right Fielder","424","0","0","0","0","0","13","411","0","424","95.6",,,,,,,"86.2",,"86.1","86.1"
"Frelick, Sal","686217","NA","9","Right Fielder","414","0","0","1","0","0","26","387","1","413","93.9",,,,,,,"86.5",,"86.7","86.7"
"Canzone, Dominic","686527","NA","9","Right Fielder","182","0","0","0","0","0","0","182","0","182","98.4",,,,,,,"91.3",,"91.3","91.3"
"Crews, Dylan","686611","NA","9","Right Fielder","278","0","0","0","0","0","47","231","0","278","95.4",,,,,,,"86.8",,"86.7","86.7"
"Wiemer, Joey","686894","NA","9","Right Fielder","62","0","0","0","0","3","0","59","0","62","96.3",,,,,,,"90.4",,"89.8","89.8"
"Thomas, Colby","687515","NA","9","Right Fielder","75","0","0","0","0","8","29","38","0","75","96.9",,,,,,,,,"92.8","92.8"
"Gilbert, Drew","687551","NA","9","Right Fielder","115","0","0","0","0","0","31","84","0","115","93.4",,,,,,,"89.8",,"89.4","89.4"
